id,name,category,sub_category,address,lng,lat
14108,浩源超市(中海岭湖湾店),supermarket,060200|060400,中海岭湖湾S1幢商铺S107,117.147675,31.802781
14109,安成超市,supermarket,060400,瑞特曼口腔医院东门旁,117.106597,31.829201
14110,华联尚品生鲜超市,supermarket,060400,文南路与祥生支路交口,117.139261,31.809087
14111,桦瑞烟酒超市(海亮九玺北区店),supermarket,061210|060400,南岗镇高新区百草街与文曲路交口C-108,117.141787,31.848093
14112,绿舒园生鲜超市海亮九玺店,supermarket,060400,蜀麓社区服务中心百草街90号九玺花园商业A幢108,117.142935,31.848095
14113,顺好超市(宴席酒水新鲜牛奶打印自产蔬菜),supermarket,060400,皖水路424号永和家园,117.119983,31.846883
14114,欧可生活超市(中南樾府店),supermarket,060400,北支路高新区方兴幼儿园对面,117.104045,31.837214
14115,乃星家烟酒超市,supermarket,060200|060400,皖水公寓北2门旁,117.136975,31.844675
14116,祥源超市(祥源城1期店),supermarket,060200|060400,祥源城商业街S-8栋108,117.128675,31.834125
14117,生活超市,supermarket,060400,创新大道与明珠大道交口明珠公寓楼下,117.133458,31.802665
14118,复兴华联超市,supermarket,060400,蜀山区高新区复兴家园12幢101室,117.13817,31.817727
14119,凯园超市(复兴家园店),supermarket,060400,创新大道与习友路交口复兴家园10幢104室,117.135813,31.817598
14120,骏哥超市,supermarket,060400,长江西路与长宁大道交叉口西南280米,117.113117,31.848661
14121,好易购精品百货超市,supermarket,060400,长江西路与双塘路交叉口东南300米,117.112701,31.848528
14122,人人家超市(复兴家园店),supermarket,060400,合肥高新技术产业开发区创新大道复兴家园5栋,117.13705,31.816678
14123,南竹超市,supermarket,060400,西街与长江西路辅路交叉口南220米,117.109575,31.848225
14124,天猫超市,supermarket,060400,石莲北路90号阳光御湖苑(桂庄地铁站B口步行460米),117.127575,31.847375
14125,食堂超市,supermarket,060400,皖水路与入区路交叉口西160米,117.12853,31.845788
14126,永和家园佳佳小店,supermarket,060400,皖水路与支路一交叉口南200米,117.111725,31.843375
14127,复兴社区超市(复兴家园店),supermarket,060400,复兴路复兴家园,117.135795,31.816681
14128,合肥超盒算NB高新银泰店,supermarket,060400,高新银泰城,117.132959,31.831711
14129,屈臣氏(高新银泰百货店),supermarket,060411,创新大道与望江西路交叉口西北角银泰百货B1,117.133049,31.831195
14130,合肥喆先智能科技有限公司,supermarket,060400,梅岭巷与华佗巷交叉口东南80米,117.136825,31.826875
14131,供销市集(振兴路店),supermarket,060400,振兴路1499号振兴小学对面,117.145816,31.877057
14132,汇万客生活超市,supermarket,060400,仙女湖路与创新大道交叉口西160米,117.132375,31.852675
14133,惠丰源烟酒超市(伟星印湖山店),supermarket,060400,激水路伟星星悦天地S4-126-127,117.148593,31.876465
14134,世纪华联优鲜超市(航空新城店),supermarket,060400,长宁大道与磨子潭路交口航空新城,117.114978,31.854774
14135,茸客鸣超市(徽创君泊店),supermarket,060400,宝月路徽创君泊小区19栋102,117.147085,31.880254
14136,鲜生爱家生活超市,supermarket,060400,南岗镇创新大道与磨子潭路交口东北角创意大厦二楼,117.135792,31.854711
14137,孙姐超市(南岗和园店),supermarket,060400,天龙路南岗和园14栋104室,117.131475,31.857675
14138,好又多生活超市,supermarket,060400,南岗镇长宁大道与大别山路交口长安汽车宿舍,117.114931,31.861893
14139,大富山庄41栋101超市,supermarket,060400,大富山庄41栋101室,117.147097,31.856248
14140,震坤行工业超市-合肥省仓,supermarket,060400,创新大道与湖光西路交叉口西南280米,117.132786,31.861081
14141,锦惠旺生鲜超市,supermarket,060703|060400,天龙路与大别山路交叉口西南160米,117.129775,31.857275
14142,航空新城D1超市(合肥市航空新城店),supermarket,060400|060200,长宁大道与磨子潭路交口航空新城,117.111447,31.85604
14143,老华联超市,supermarket,060400,长江西路快速路出口与长江西路快速路交叉口北60米,117.124725,31.851325
14144,乐优选精品超市(高新店),supermarket,060400,南岗青年公寓(南岗地铁站D口步行380米),117.115725,31.853825
14145,华联超市(龙湖丽丰·西宸原著店),supermarket,060400,蜀山新产业园区宝月路龙湖丽丰西宸原著41栋负一楼,117.143453,31.882776
14146,好又多生活超市(古城路店),supermarket,060400,清水苑南区西南门北70米,117.124552,31.929017
14147,福满家生活超市(顺丰农业大厦店),supermarket,060400,和顺街与018县道交叉口东南50米,117.119785,31.99374
14148,聂平生活超市,supermarket,060400,岗集镇卧龙居委会和顺街,117.121127,31.994986
14149,卧龙山百货超市,supermarket,060400|060200,合淮路辅路与和顺街交叉口东南420米,117.125595,31.99356
14150,百姓超市(朝阳路店),supermarket,060400,朝阳路与创业路交叉口西北100米,117.144815,31.973341
14151,徽盐连锁超市,supermarket,060400,岗集镇卧龙山居委会,117.119497,31.993999
14152,惠民超市大卖场(合淮路辅路店),supermarket,060400,合淮路与G206交叉口西侧综合楼,117.129032,31.989064
14153,邻家超市(中心街店),supermarket,060400,新风街与中心街交叉口东北60米,117.120757,31.997002
14154,大润发(金寨南路店),supermarket,060400,青年北路42号(凉亭地铁站C口步行130米),117.162835,31.725524
14155,好又多购物广场,supermarket,060400,紫石路,117.185095,31.73464
14156,联家超柿(肥西店),supermarket,060400,金寨南路与天海路交口绿地新都会G1楼负一层,117.180637,31.740118
14157,合家福(肥西百大购物中心店),supermarket,060400,上派镇肥西百大购物中心A座2层,117.169526,31.724405
14158,联家超柿(名邦店),supermarket,060704|060400,金寨南路与站下路交口名邦保利广场负一层,117.153529,31.714186
14159,联华超市,supermarket,060400,上派老中街水晶城,117.170893,31.720099
14160,永良超市(青年路店),supermarket,060200|060400,青年路与S二路交叉口东南80米,117.168153,31.717679
14161,合家福超市(灯塔家园店),supermarket,060400,妙道山路与灯塔路交叉口西北60米,117.185092,31.706808
14162,世纪华联超市(书香雅苑店),supermarket,060400,上派镇站前路书香雅苑25号26号101商铺,117.160639,31.707076
14163,遇见邻乐享超市(华地翡翠蓝湾畅园店),supermarket,060200|060400,华地翡翠蓝湾畅园东南门东北80米,117.168487,31.742523
14164,水晶城邻里超市,supermarket,060400,青年路中街水晶城北门内10米(原售楼处),117.170467,31.718306
14165,华翡生活超市(华地翡翠蓝湾和园店),supermarket,060400,华地翡翠蓝湾和园东北门旁,117.174844,31.744513
14166,世纪华联超市(科创店),supermarket,060400,人民路与聚星路交叉口西80米,117.154712,31.707215
14167,来优品省钱超市(翡翠蓝湾畅园店),supermarket,060400,滨河北路s1-124室,117.166916,31.744864
14168,合家福超市(宝成路店),supermarket,060400,宝成路与滨河路交口合家福肥西金星和园店11号,117.172245,31.738838
14169,艾享橙生活超市(宝城路店),supermarket,060400,安徽肥西实验高级中学东南门东北90米,117.176025,31.741475
14170,肥西县名邦联家超市巨圣鞋店,supermarket,060400,站下路与金寨南路辅路交叉口东南120米名邦·保利广场B2层,117.153944,31.713712
14171,马勇生活超市(第二分店),supermarket,060400,新星幼儿园东南门西南70米,117.169648,31.730577
14172,供销市集(康和家园店),supermarket,060200|060400,瑜城路与上派路交叉口东40米,117.152736,31.722191
14173,淘淘乐超市(光明观澜学府店),supermarket,060400,上派镇金寨南路与云谷路交口观澜学府北门10栋112,117.175138,31.73607
14174,家联超市(滨河家园店),supermarket,060200|060400,经开区紫石路与清龙潭路交口滨河家园小区商S1004,117.187702,31.733901
14175,新园邻里生活超市(新型家园店),supermarket,060400,桃花工业园管委会集贤路新型家园,117.15226,31.736635
14176,西街口生活超市(金星和园店),supermarket,060200|060400,金星和园3期西北门旁,117.17272,31.738392
14177,翡翠蓝湾超市(华地翡翠蓝湾和园店),supermarket,060400,天海路翡翠蓝湾27栋底商03,117.174986,31.744375
14178,树育超市,supermarket,060400|060200,三河路5号(凉亭地铁站B口步行160米),117.16124,31.722171
14179,世纪华联超市(翡翠蓝湾店),supermarket,060400|060200,云谷路与翡翠路交叉口华地翡翠南湾103-106号,117.171803,31.743525
14180,尚园生活超市(翰林水岸上园翰锦苑店),supermarket,060400,人民路与创新大道交叉口东220米,117.151409,31.701522
14181,利购联华(城建琥珀御宾府店),supermarket,060400,城建琥珀御宾府北门旁,117.167516,31.749362
14182,何俞琪超市(中街·水晶城天悦店),supermarket,060400,上派镇中街水晶城28栋,117.171384,31.716775
14183,好又多生活超市(华地翡翠蓝湾店),supermarket,060400,华地翡翠蓝湾朗园东南门旁,117.166011,31.74048
14184,人人家超市(新型家园2期店),supermarket,060400|060200,桃花工业园新型家园二期,117.153862,31.74039
14185,好缘多超市,supermarket,060400,翰林水岸上园S7幢-101号,117.151862,31.70154
14186,惠森活生活超市(人民路店),supermarket,060400,人民路天圆地方大酒店(四十埠地铁站A口步行260米),117.159879,31.710668
14187,三源批发超市(金宇天地城店),supermarket,060400,金宇·天地城,117.17328,31.73044
14188,肥西县上派镇张郢小区汇邻百生鲜超市(肥西店),supermarket,060200|060400,人民路与冬融路交口向南100米,117.180685,31.714255
14189,宜凤生活超市(优步学府店),supermarket,060400,上派镇妙道山路与站前路交口优步学府S2号商业118室,117.183402,31.700113
14190,易购生活超市(集贤路店),supermarket,060400,新型家园易购生活超市,117.151423,31.737881
14191,橙意满满精品超市,supermarket,060400,翡翠路与周老圩路交叉口东240米,117.154908,31.727493
14192,旺菊超市,supermarket,060200|060400,安徽省合肥市肥西县天海路9号,117.179847,31.740697
14193,农鲜超市(长城楼店),supermarket,060400,人民东路长城楼1幢,117.172077,31.715197
14194,麦乐购烟酒超市(华地紫金府店),supermarket,060400,华地紫金府西南门旁(李湾地铁站D口步行190米),117.155875,31.719525
14195,州州生活超市,supermarket,060400,绿地新都会G栋公寓S1-03号门面,117.181575,31.741725
14196,惠万家超市(名邦中央公馆店),supermarket,060400,名邦中央公馆(四十埠地铁站C口步行450米),117.159526,31.70604
14197,家俊生活超市(和谐盛世店),supermarket,060400,上派镇科创和谐盛世右边,117.153904,31.706331
14198,原鲜态生鲜超市,supermarket,060400,集贤路辅路与王岗路交叉口东南240米,117.153177,31.738256
14199,吉庆轩生活超市(光明观澜印象店),supermarket,060400,上派镇翡翠路和云谷路西南角光明观澜印象S3-119,117.164093,31.744017
14200,扬逸生活超市,supermarket,060400,桃花工业园新型家园派街广场1050-1051,117.152487,31.736658
14201,世纪华联金科超市(芮祠店),supermarket,060400,乐平路芮祠家园,117.161843,31.700596
14202,好优多超市,supermarket,060400,上派镇镇人民西路和谐盛世21号楼,117.154025,31.706467
14203,好又多购物中心(人民路店),supermarket,060400,青龙湾北2门旁,117.178098,31.715063
14204,红林生活超市(金宇·天地城店),supermarket,060400,上派镇金宇天地城41栋128室,117.1744,31.729479
14205,喜莱邻生活超市,supermarket,060400,三河路72号伟星·星街PARK,117.158366,31.724607
14206,木田生鲜(张郢小区一期店),supermarket,060400,张郢小区1期东门旁,117.180668,31.714208
14207,爱和超市,supermarket,060200|060400,永良购物广场东门旁,117.161931,31.719231
14208,悦涵超市(金星和园三期店),supermarket,060400,上派镇金星和园三期6栋104室,117.172771,31.737
14209,恰恰生鲜超市,supermarket,060400,上派路与爱和路交叉口东南200米,117.155481,31.722611
14210,家乐和超市,supermarket,060200|060400,用电管理东南门旁,117.158082,31.715173
14211,世纪华联社区便民超市(华地翡翠蓝湾畅园店),supermarket,060400|060200,翡翠蓝湾·畅园东北门旁,117.167137,31.743852
14212,新都会生活超市,supermarket,060400,上派镇天海路绿地新都会中心S5号105铺,117.178998,31.740828
14213,今日生鲜(观澜印象店),supermarket,060400,光明观澜印象西门旁,117.163918,31.742078
14214,春香烟酒超市(金云国际店),supermarket,061210|060400,金云国际西门旁,117.175715,31.737643
14215,悦享购烟酒茶(舒雅文沁苑店),supermarket,060400|060200,三河路400号舒雅文沁苑,117.166345,31.707809
14216,优尚超市(翰林水岸上园绣林苑店),supermarket,060400,翰林水岸上园,117.151741,31.701394
14217,新宇生鲜超市(凉亭雅苑店),supermarket,060400,青年北路与上派路交叉口东南180米,117.162315,31.728738
14218,永联生活超市,supermarket,060200|060400,上派镇金寨南路环球世家小区对面,117.179362,31.737334
14219,庭芬超市,supermarket,060400,集贤路与集贤路出口交叉口东南180米,117.152043,31.736784
14220,滕旺超市(钱江1号公馆店),supermarket,060400,人民路钱江1号公馆(四十埠地铁站A口步行180米),117.158277,31.710784
14221,旺联生活超市(南郢小区店),supermarket,060400|060200,南郢小区东南1门东北60米,117.183405,31.728079
14222,恭选精品超市,supermarket,060400,新华街8号,117.171064,31.722627
14223,世纪华联超市(泰来傲城店),supermarket,060400|060200,上派镇人民西路泰来傲城,117.162344,31.71239
14224,合派生活超市(万派城店),supermarket,060400,万派城(凉亭地铁站C口步行310米),117.164583,31.727088
14225,家云超市(三河路店),supermarket,060400,三河路与中派路交叉口南240米,117.166437,31.709311
14226,雁北生鲜超市,supermarket,060400,青年北路雁北小区,117.164295,31.723731
14227,恩兮超市(李湾安置小区店),supermarket,060400,李湾安置小区2期东南门东北130米,117.15186,31.721096
14228,华林超市,supermarket,060200|060400,上派镇中街水晶城二期5号楼,117.170147,31.718609
14229,近邻生活超市(李湾安置小区店),supermarket,060400,李湾安置小区2期西北门东130米,117.151633,31.718365
14230,沁园春生鲜超市,supermarket,060400,上派镇上派路,117.151072,31.719922
14231,星光彩超市,supermarket,060400,人民路与站下路交叉口东180米,117.159415,31.709452
14232,朝亮生活超市(水岸豪庭店),supermarket,060200|060400,上派镇水岸豪庭8栋1层,117.177015,31.7128
14233,华联生鲜超市(凉亭雅苑店),supermarket,060400,肥西县广播电视台西南门北170米,117.162266,31.728651
14234,平价超市(瑞泰翰林水岸店),supermarket,060400,上派镇人民西路翰林水岸15栋,117.154024,31.704227
14235,明元超市,supermarket,060400,合肥市公路管理服务中心肥西分中心西南侧90米,117.175319,31.729744
14236,宜佳兴生活超市(徽创佳兆业未来城B区店),supermarket,060400,青年北路与上派路交叉口东200米,117.163351,31.729696
14237,谊品小店·优百利超市(凉亭雅苑店),supermarket,060400,珍珠路凉亭小区,117.159635,31.729019
14238,乐尔发优选超市,supermarket,060400|060200,芮祠路与妙道山路交口光明府,117.183625,31.703775
14239,邻里优鲜超市,supermarket,060400,翰林水岸上园绣林苑东北门旁,117.152825,31.702525
14240,梦霞超市,supermarket,060400,金宇天地城西北门东北240米,117.172672,31.731369
14241,留乡湾社区团购超市,supermarket,060400,人民路与青年路交叉口西40米,117.167794,31.715179
14242,平价超市水晶城店,supermarket,060400,新华街水晶城30栋109幼儿园旁,117.171937,31.716542
14243,紫苏优选生活超市,supermarket,060400,肥西县民政局东北门旁(凉亭地铁站B口步行420米),117.16169,31.720057
14244,国林超市,supermarket,060400,三河路与人民路交叉口东南140米,117.164925,31.713628
14245,世纪华联优鲜超市,supermarket,060400,方兴大道快速路入口与方兴大道快速路交叉口西南360米,117.189125,31.737125
14246,木田生鲜(万派城店),supermarket,060400,万派广场北门东北90米(凉亭地铁站C口步行340米),117.162775,31.727725
14247,好又多超市,supermarket,060400,青年路与人民路交叉口北20米,117.168375,31.715375
14248,禾小智便利店,supermarket,060400,青龙潭路与紫石路交叉口东北380米,117.189243,31.736148
14249,家家欢生鲜超市,supermarket,060400,翰林水岸上园,117.151825,31.701575
14250,国家超市,supermarket,060400,上派镇巢湖路名邦西城国际,117.155375,31.713225
14251,王姐百货,supermarket,060400,金寨路辅路与三河路交叉口南140米,117.160743,31.72088
14252,悦涵超市,supermarket,060400,金寨南路辅路与望水路交叉口东北180米,117.169721,31.730612
14253,亮才超市,supermarket,060400,三河路与中三路交叉口南260米,117.16664,31.709217
14254,上园生鲜蔬果超市,supermarket,060400,上派镇人民路与官驿路交口翰林水岸,117.153026,31.702224
14255,兔喜生活超市,supermarket,060400,灯塔家园二期B区,117.183125,31.708025
14256,优品万相购物中心,supermarket,060102|060400,青龙潭路与云谷路交叉口,117.184345,31.730277
14257,千悦嘉购物中心,supermarket,060400,集贤路与集贤路出口交叉口东140米,117.15188,31.737263
14258,绿鲜果蔬(杨桂塘市场店),supermarket,060400,杨桂塘菜市场,117.165163,31.715881
14259,吉美美甲美睫半永久问题肌(青年路店),supermarket,060400,水晶城A18-1-106,117.169213,31.719875
14260,京万家超市(繁华店),supermarket,060400,繁华大道与杭埠路交叉口东冠繁华逸城商业街负1层,117.171919,31.782945
14261,生鲜传奇(禹洲·华侨城店),supermarket,060703|060400,桃花镇棋石路与芙蓉路交口禹州华侨城三期枫园13号,117.196025,31.791675
14262,家福乐超市(禹洲·翡翠湖郡店),supermarket,060200|060400,禹洲·翡翠湖郡西南2门东南60米,117.194025,31.758694
14263,华联超市(海乐公寓店),supermarket,060400,汤口路绿地微客公园东侧约210米,117.15516,31.775181
14264,李梓诺生活超市(金星家园店),supermarket,060400,芙蓉社区繁华大道与松林路交口金星家园,117.198085,31.781639
14265,好邻亲生活超市(和昌中央悦府店),supermarket,060400,和昌中央悦府商f1-060,117.151903,31.781044
14266,五五八超市(华邦·观筑里店),supermarket,060400,华邦·观筑里西门旁,117.196506,31.787729
14267,好又多超市(旭日长安店),supermarket,060400,铭传路221号旭日长安,117.165004,31.79574
14268,世纪华联超市(信地·华地城店),supermarket,060400,"桃花镇信地华地城商业S12幢商铺105,106,107,108,109一楼",117.164669,31.780247
14269,幸福一里超市(瑞泽源·一里洋房店),supermarket,060400,桃花镇经开区芙蓉路一里洋房33栋二单元,117.190049,31.785388
14270,华联盈创超市,supermarket,060400,翡翠路811号世茂翡翠首府,117.192125,31.758525
14271,拾客精品超市(肥西经开店),supermarket,060400,绿地微客公园东门南70米,117.152757,31.775383
14272,千家伴超市(翰林雅居店),supermarket,060400|060200,松林路267号翰林雅居,117.199023,31.77518
14273,田园生鲜生活超市(禹洲·翡翠湖郡店),supermarket,060703|060400,经开区翡翠路777号禹洲·翡翠湖郡3栋,117.194388,31.758402
14274,堂德生活超市(信地·华地城店),supermarket,060400,祝融路信地·华地城,117.166333,31.780258
14275,人人家超市(柏堰分店),supermarket,060400,肥西县经济开发区铭传路旭日长安小区5栋,117.165386,31.79575
14276,安徽大学磬苑校区-西门超市,supermarket,060400,至坚路安徽大学(磬苑校区),117.180988,31.767498
14277,九龙超市(九龙路店),supermarket,060400|060200,九龙路244号,117.183865,31.775
14278,佰缘超市(合肥财经职业学院店),supermarket,060400,斯坦迪大道与嘉日成大道交叉口东南100米,117.179126,31.757006
14279,福乐家超市(松林路店),supermarket,060400|060200,芙蓉路与松林路交叉口九溪江南西门111号,117.199921,31.791098
14280,百世邻里一鼎超市(原树提香店),supermarket,060400,翡翠路原树提香(幸福坝地铁站A口步行290米),117.183596,31.751007
14281,佳百优选生活超市,supermarket,060400,桃花镇禹洲华侨城二期柳园2栋商102,117.198459,31.798483
14282,怡家华联(幸福大街店),supermarket,060200|060400,幸福大街西区,117.187703,31.755325
14283,农夫蔬果百货超市,supermarket,060400,长古路与祝融路交叉路口往东约50米,117.167923,31.778634
14284,越来越好超市(学林雅苑店),supermarket,060400,桃花镇翡翠路学林雅苑A2O幢,117.19914,31.758893
14285,予礼四季优选超市,supermarket,060400,汤口路23号18幢107室,117.152745,31.775411
14286,军风超市(学林雅苑店),supermarket,060400,翡翠路715号学林雅苑A区,117.198935,31.758908
14287,玖发超市(新华九龙首府店),supermarket,060400,九龙首府24栋商业05室,117.169377,31.756868
14288,创景生活超市(瑞泽源·一里洋房店),supermarket,060400|060200,瑞泽源·一里洋房19号商102室,117.191706,31.786282
14289,柏安生活超市,supermarket,060400,桃花镇合肥信息技术职业学院正大门对面新世纪有限公司,117.171394,31.760348
14290,绿洲百货超市(绿洲风情商业街店),supermarket,060400,名门绿洲商铺S3栋104室,117.173326,31.781819
14291,维客生活超市(新华九龙首府店),supermarket,060400,新华九龙首府,117.169875,31.757175
14292,幻彩精品超市,supermarket,060400|060200,融创城创泽园,117.199025,31.794625
14293,客多多生活超市,supermarket,060400,方兴大道与严凤英路交叉口东200米,117.155175,31.764725
14294,团如易线上超市(繁华大道店),supermarket,060400,繁华大道与延乔路交口文一名门绿洲,117.17292,31.781752
14295,徽御烟酒茶(文一名门绿洲店),supermarket,061210|060400,文一名门绿洲,117.174026,31.781806
14296,鼎园烟酒茶,supermarket,060400,桃花镇加侨波普住区2栋01,117.157225,31.798925
14297,韵达快递(信地·华地城店),supermarket,060400|070500,信地华地城商业街韵达超市,117.164854,31.780468
14298,安徽浩邦,supermarket,170200|060400,桃花镇桃花工业聚集区杨井路6号,117.152465,31.79076
14299,信佰佳易生活超市(暂停营业),supermarket,060400,经济技术开发区九龙路九龙商业街8幢805号,117.181035,31.771136
14300,百大合家福(百大奥莱店),supermarket,060400,桃花镇明珠路88号百大奥莱生活广场2层,117.160111,31.804036
14301,好又多购物广场(习友路店),supermarket,060102|060101|060200|060400,香樟大道与习友路交汇东北角,117.193599,31.814575
14302,天润发生活超市(乐富强·乐街店),supermarket,060400,习友路南50米,117.180365,31.818583
14303,好又多生活超市(蜀南庭苑店),supermarket,060400,望江西路639号,117.1699,31.828348
14304,好又多超市(圣联·香御公馆店),supermarket,060400,高新技术产业开发区习友路与香樟大道交叉口和源好又多购物广场负一楼,117.193311,31.814709
14305,人人家超市(蜀南分店),supermarket,060400|060200,蜀山区高新技术产业开发区蜀南庭苑商业街10栋,117.164236,31.828514
14306,西柚生活超市(馥邦天下店),supermarket,060400,馥邦生活广场西门东南60米,117.199825,31.816225
14307,好又多超市(金桂路),supermarket,060400,鲲鹏国际广场西门北70米,117.188639,31.831121
14308,苏果life(澜溪镇店),supermarket,060704|060400,澜溪镇香樟大道220号,117.19447,31.832768
14309,好又多精品生活超市(科海雅居店),supermarket,060400,科学大道与海棠路交口9号,117.199526,31.816887
14310,拾客精品超市(高新店),supermarket,060400,习友路华安种业内(A座E01),117.187769,31.817345
14311,财创超市(景尚名郡店),supermarket,060400,景尚名郡7103门面,117.192522,31.813795
14312,海岸便利(禹洲·华侨城二期店),supermarket,061210|060400|060200,禹州华侨城二期南门B65门面,117.199608,31.800872
14313,鸿雨百货超市(恒大华府店),supermarket,060400|060200,习友路科学大道交叉口恒大华府21幢121号,117.198993,31.810918
14314,百上百生活超市蜀南庭苑店,supermarket,060400,望江西路4289号,117.166025,31.829625
14315,邻里之间生活超市(绿城·桂花园店),supermarket,060400,黄山路629号绿城桂花园桂雨苑8幢3-4室,117.197638,31.838202
14316,日日惠干货生活超市(格力馨雅园店),supermarket,060400,格力馨雅园,117.180147,31.802686
14317,十亩地生鲜超市,supermarket,060400,翠竹路与明珠路辅路交叉口南80米,117.163027,31.802524
14318,畅优超市,supermarket,060400|060200,枫香大道附近,117.164914,31.828346
14319,梦园超市(梦园商城A座店),supermarket,060200|060400,高新技术产业开发区天柱路19号梦园商城A座105,117.199157,31.845038
14320,阳光国际超市(香蒲路店),supermarket,060400,新华阳光国际小区商铺15栋105室,117.161179,31.802746
14321,乐美加超市(柏堰雅苑店),supermarket,060400,柏堰雅苑南2门东50米,117.164613,31.80377
14322,惠万客烟酒超市(新华阳光国际店),supermarket,061210|060400,桃花镇明珠大道新华阳光国际16栋,117.161895,31.802718
14323,宅小熊生活超市,supermarket,060400,习友路1719号御景城,117.179225,31.816875
14324,霍之鲜生鲜市集,supermarket,060400,天柱路21号梦园商城B座,117.199749,31.846101
14325,华联购物超市(香樟店),supermarket,060200|060400,香樟花园北门旁,117.185749,31.811103
14326,胖哒立送超市(高新店),supermarket,060400,深港数字化产业园6栋F,117.188688,31.813299
